time,ax,ay,az,atotal
6.483,0.21,-0.57,0.24,0.66
6.494,0.28,-0.55,0.27,0.68
6.504,0.38,-0.56,0.24,0.72
6.513,0.36,-0.59,0.25,0.74
6.524,0.22,-0.62,0.22,0.70
6.534,0.17,-0.44,0.19,0.51
6.544,0.01,-0.32,0.20,0.38
6.554,-0.30,-0.40,0.11,0.51
6.564,-0.43,-0.30,0.07,0.53
6.573,-0.40,-0.11,0.21,0.47
6.584,-0.45,-0.05,0.42,0.61
6.594,-0.60,-0.12,0.64,0.89
6.604,-0.66,-0.35,0.81,1.10
6.614,-0.50,-0.49,0.79,1.06
6.624,-0.18,-0.43,0.73,0.87
6.634,0.41,-0.27,0.20,0.54
6.644,0.62,-0.25,-0.22,0.70
6.654,0.27,-0.15,-0.29,0.42
6.664,-0.28,-0.45,-0.18,0.56
